,urlLines,colors,index,Name,naptanID,Name2,Line,lat,lon,stops
245,circle,yellow,309,Temple,940GZZLUTMP,Temple Underground Station,Circle,51.511006,-0.11426
246,circle,yellow,318,Tower Hill,940GZZLUTWH,Tower Hill Underground Station,Circle,51.509971,-0.076546
247,circle,yellow,331,Victoria,940GZZLUVIC,Victoria Underground Station,Circle,51.495812,-0.143826
248,circle,yellow,357,Westminster,940GZZLUWSM,Westminster Underground Station,Circle,51.501603,-0.125984
249,circle,yellow,369,Wood Lane,940GZZLUWLA,Wood Lane Underground Station,Circle,51.509669,-0.22453
250,central,red,14,Bank,940GZZLUBNK,Bank Underground Station,Central,51.513395,-0.089095
251,central,red,21,Barkingside,940GZZLUBKE,Barkingside Underground Station,Central,51.585689,0.088585
252,central,red,30,Bethnal Green,940GZZLUBLG,Bethnal Green Underground Station,Central,51.527222,-0.055506
253,central,red,34,Bond Street,940GZZLUBND,Bond Street Underground Station,Central,51.513362,-0.148795
254,central,red,45,Buckhurst Hill,940GZZLUBKH,Buckhurst Hill Underground Station,Central,51.626605,0.046757
255,central,red,57,Chancery Lane,940GZZLUCHL,Chancery Lane Underground Station,Central,51.518247,-0.111583
256,central,red,61,Chigwell,940GZZLUCWL,Chigwell Underground Station,Central,51.617916,0.075041
257,central,red,74,Debden,940GZZLUDBN,Debden Underground Station,Central,51.645386,0.083782
258,central,red,76,Ealing Broadway,940GZZLUEBY,Ealing Broadway Underground Station,Central,51.514993,-0.302131
259,central,red,82,East Acton,940GZZLUEAN,East Acton Underground Station,Central,51.516612,-0.247248
260,central,red,101,Epping,940GZZLUEPG,Epping Underground Station,Central,51.69368,0.113767
261,central,red,106,Fairlop,940GZZLUFLP,Fairlop Underground Station,Central,51.595618,0.091004
262,central,red,116,Gants Hill,940GZZLUGTH,Gants Hill Underground Station,Central,51.576544,0.066185
263,central,red,123,Grange Hill,940GZZLUGGH,Grange Hill Underground Station,Central,51.613378,0.092066
264,central,red,130,Greenford,940GZZLUGFD,Greenford Underground Station,Central,51.542657,-0.345789
265,central,red,132,Hainault,940GZZLUHLT,Hainault Underground Station,Central,51.603659,0.093482
266,central,red,137,Hanger Lane,940GZZLUHGR,Hanger Lane Underground Station,Central,51.530177,-0.292704
267,central,red,154,Holborn,940GZZLUHBN,Holborn Underground Station,Central,51.51758,-0.120475
268,central,red,156,Holland Park,940GZZLUHPK,Holland Park Underground Station,Central,51.507143,-0.205679
269,central,red,183,Lancaster Gate,940GZZLULGT,Lancaster Gate Underground Station,Central,51.511723,-0.175494
270,central,red,187,Leyton,940GZZLULYN,Leyton Underground Station,Central,51.556589,-0.005523
271,central,red,188,Leytonstone,940GZZLULYS,Leytonstone Underground Station,Central,51.568324,0.008194
272,central,red,189,Liverpool Street,940GZZLULVT,Liverpool Street Underground Station,Central,51.51794,-0.083162
273,central,red,196,Loughton,940GZZLULGN,Loughton Underground Station,Central,51.641443,0.055476
274,central,red,201,Marble Arch,940GZZLUMBA,Marble Arch Underground Station,Central,51.513424,-0.158953
275,central,red,203,Mile End,940GZZLUMED,Mile End Underground Station,Central,51.525122,-0.03364
276,central,red,219,Newbury Park,940GZZLUNBP,Newbury Park Underground Station,Central,51.575726,0.090004
277,central,red,221,North Acton,940GZZLUNAN,North Acton Underground Station,Central,51.523524,-0.259755
278,central,red,227,Northolt,940GZZLUNHT,Northolt Underground Station,Central,51.548236,-0.368699
279,central,red,231,Notting Hill Gate,940GZZLUNHG,Notting Hill Gate Underground Station,Central,51.509128,-0.196104
280,central,red,240,Oxford Circus,940GZZLUOXC,Oxford Circus Underground Station, Central,51.515224,-0.141903
281,central,red,247,Perivale,940GZZLUPVL,Perivale Underground Station,Central,51.536717,-0.323446
282,central,red,258,Queensway,940GZZLUQWY,Queensway Underground Station,Central,51.510312,-0.187152
283,central,red,262,Redbridge,940GZZLURBG,Redbridge Underground Station,Central,51.576243,0.04536
284,central,red,266,Roding Valley,940GZZLURVY,Roding Valley Underground Station,Central,51.617199,0.043647
285,central,red,270,Ruislip Gardens,940GZZLURSG,Ruislip Gardens Underground Station,Central,51.560736,-0.41071
286,central,red,275,Shepherd's Bush,940GZZLUSBC,Shepherd's Bush (Central) Underground Station,Central,51.504791,-0.219213
288,central,red,279,Snaresbrook,940GZZLUSNB,Snaresbrook Underground Station,Central,51.580678,0.02144
289,central,red,286,South Ruislip,940GZZLUSRP,South Ruislip Underground Station,Central,51.556893,-0.399076
290,central,red,288,South Woodford,940GZZLUSWF,South Woodford Underground Station,Central,51.591907,0.027338
291,central,red,295,St.Paul's,940GZZLUSPU,St. Paul's Underground Station,Central,51.514936,-0.097567
292,central,red,303,Stratford,940GZZLUSTD,Stratford Underground Station,Central,51.541508,-0.00241
293,central,red,311,Theydon Bois,940GZZLUTHB,Theydon Bois Underground Station,Central,51.671759,0.103085
294,central,red,314,Tottenham Court Road,940GZZLUTCR,Tottenham Court Road Underground Station,Central,51.516018,-0.130888
295,central,red,335,Wanstead,940GZZLUWSD,Wanstead Underground Station,Central,51.575501,0.028527
296,central,red,346,West Acton,940GZZLUWTA,West Acton Underground Station,Central,51.518001,-0.28098
297,central,red,355,West Ruislip,940GZZLUWRP,West Ruislip Underground Station,Central,51.569721,-0.437816
298,central,red,360,White City,940GZZLUWCY,White City Underground Station,Central,51.511959,-0.224297
299,central,red,371,Woodford,940GZZLUWOF,Woodford Underground Station,Central,51.606899,0.03397
300,jubilee,gray,29,Bermondsey,940GZZLUBMY,Bermondsey Underground Station,Jubilee,51.49775,-0.063993
301,jubilee,gray,35,Bond Street,940GZZLUBND,Bond Street Underground Station, Jubilee,51.513362,-0.148795
302,jubilee,gray,50,Canary Wharf,940GZZLUCYF,Canary Wharf Underground Station,Jubilee,51.503734,-0.019121
303,jubilee,gray,51,Canning Town,940GZZLUCGT,Canning Town Underground Station,Jubilee,51.514029,0.008025
304,jubilee,gray,54,Canons Park,940GZZLUCPK,Canons Park Underground Station,Jubilee,51.607701,-0.294693
305,jubilee,gray,75,Dollis Hill,940GZZLUDOH,Dollis Hill Underground Station,Jubilee,51.551955,-0.239068
306,jubilee,gray,111,Finchley Road,940GZZLUFYR,Finchley Road Underground Station,Jubilee,51.546825,-0.179845
307,jubilee,gray,127,Green Park,940GZZLUGPK,Green Park Underground Station,Jubilee,51.506947,-0.142787
308,jubilee,gray,171,Kilburn,940GZZLUKBN,Kilburn Underground Station,Jubilee,51.547183,-0.204248
309,jubilee,gray,179,Kingsbury,940GZZLUKBY,Kingsbury Underground Station,Jubilee,51.584845,-0.27879
310,jubilee,gray,194,London Bridge,940GZZLULNB,London Bridge Underground Station,Jubilee,51.505881,-0.086807
311,jubilee,gray,218,Neasden,940GZZLUNDN,Neasden Underground Station,Jubilee,51.553986,-0.249837
312,jubilee,gray,223,North Greenwich,940GZZLUNGW,North Greenwich Underground Station,Jubilee,51.500474,0.004295
313,jubilee,gray,257,Queensbury,940GZZLUQBY,Queensbury Underground Station,Jubilee,51.594188,-0.286219
314,jubilee,gray,291,Southwark,940GZZLUSWK,Southwark Underground Station,Jubilee,51.50427,-0.105331
315,jubilee,gray,294,St.John's Wood,940GZZLUSJW,St. John's Wood Underground Station,Jubilee,51.534521,-0.173948
316,jubilee,gray,297,Stanmore,940GZZLUSTM,Stanmore Underground Station,Jubilee,51.619839,-0.303266
317,jubilee,gray,304,Stratford,940GZZLUSTD,Stratford Underground Station, Jubilee,51.541508,-0.00241
318,jubilee,gray,308,Swiss Cottage,940GZZLUSWC,Swiss Cottage Underground Station,Jubilee,51.543681,-0.174894
319,jubilee,gray,344,Wembley Park,940GZZLUWYP,Wembley Park Underground Station,Jubilee,51.563198,-0.279262
320,jubilee,gray,351,West Ham,940GZZLUWHM,West Ham Underground Station, Jubilee,51.528178,0.004997
321,jubilee,gray,352,West Hampstead,940GZZLUWHP,West Hampstead Underground Station,Jubilee,51.547533,-0.191357
322,jubilee,gray,359,Westminster,940GZZLUWSM,Westminster Underground Station, Jubilee,51.501603,-0.125984
323,jubilee,gray,364,Willesden Green,940GZZLUWIG,Willesden Green Underground Station,Jubilee,51.549146,-0.221537
324,victoria,blue,33,Blackhorse Road,940GZZLUBLR,Blackhorse Road Underground Station,Victoria,51.586768,-0.041185
325,victoria,blue,42,Brixton,940GZZLUBXN,Brixton Underground Station,Victoria,51.462961,-0.114531
326,victoria,blue,114,Finsbury Park,940GZZLUFPK,Finsbury Park Underground Station, Victoria,51.564778,-0.105876
327,victoria,blue,129,Green Park,940GZZLUGPK,Green Park Underground Station, Victoria,51.506947,-0.142787
328,victoria,blue,149,Highbury & Islington,940GZZLUHAI,Highbury & Islington Underground Station, Victoria,51.546269,-0.103538
329,victoria,blue,175,King's Cross St.Pancras,940GZZLUKSX,King's Cross St. Pancras Underground Station, Victoria,51.531683,-0.123538
330,victoria,blue,241,Oxford Circus,940GZZLUOXC,Oxford Circus Underground Station, Victoria,51.515224,-0.141903
331,victoria,blue,250,Pimlico,940GZZLUPCO,Pimlico Underground Station,Victoria,51.489097,-0.133761
332,victoria,blue,274,Seven Sisters,940GZZLUSVS,Seven Sisters Underground Station,Victoria,51.582931,-0.073306
333,victoria,blue,301,Stockwell,940GZZLUSKW,Stockwell Underground Station, Victoria,51.472184,-0.122644
334,victoria,blue,316,Tottenham Hale,940GZZLUTMH,Tottenham Hale Underground Station,Victoria,51.588315,-0.06024
335,victoria,blue,330,Vauxhall,940GZZLUVXL,Vauxhall Underground Station,Victoria,51.485739,-0.123303
336,victoria,blue,333,Victoria,940GZZLUVIC,Victoria Underground Station, Victoria,51.495812,-0.143826
337,victoria,blue,334,Walthamstow Central,940GZZLUWWL,Walthamstow Central Underground Station,Victoria,51.582948,-0.019842
338,victoria,blue,337,Warren Street,940GZZLUWRR,Warren Street Underground Station, Victoria,51.524951,-0.138321
339,jubilee,gray,49,Canada Water,940GZZLUCWR,Canada Water Underground Station,East London,51.498053,-0.049667
340,east-london,lightblue,362,Whitechapel,940GZZLUWPL,Whitechapel Underground Station, East London,51.519498,-0.059858
341,bakerloo,darkred,58,Charing Cross,940GZZLUCHX,Charing Cross Underground Station,Bakerloo,51.507819,-0.126137
342,bakerloo,darkred,90,Edgware Road (Bakerloo Line),940GZZLUERB,Edgware Road (Bakerloo) Underground Station,Bakerloo,51.520299,-0.17015
343,bakerloo,darkred,94,Elephant & Castle,940GZZLUEAC,Elephant & Castle Underground Station,Bakerloo,51.494505,-0.099185
344,bakerloo,darkred,97,Embankment,940GZZLUEMB,Embankment Underground Station,Bakerloo,51.507058,-0.122666
345,bakerloo,darkred,138,Harlesden,940GZZLUHSN,Harlesden Underground Station,Bakerloo,51.536305,-0.257774
346,bakerloo,darkred,139,Harrow & Wealdstone,940GZZLUHAW,Harrow & Wealdstone Underground Station,Bakerloo,51.592216,-0.334896
347,bakerloo,darkred,166,Kensal Green,940GZZLUKSL,Kensal Green Underground Station,Bakerloo,51.530545,-0.22505
348,bakerloo,darkred,169,Kenton,940GZZLUKEN,Kenton Underground Station,Bakerloo,51.581786,-0.316946
349,bakerloo,darkred,172,Kilburn Park,940GZZLUKPK,Kilburn Park Underground Station,Bakerloo,51.534979,-0.194232
350,bakerloo,darkred,182,Lambeth North,940GZZLULBN,Lambeth North Underground Station,Bakerloo,51.498808,-0.112315
351,bakerloo,darkred,197,Maida Vale,940GZZLUMVL,Maida Vale Underground Station,Bakerloo,51.529777,-0.185758
352,bakerloo,darkred,202,Marylebone,940GZZLUMYB,Marylebone Underground Station,Bakerloo,51.521602,-0.163013
353,bakerloo,darkred,225,North Wembley,940GZZLUNWY,North Wembley Underground Station,Bakerloo,51.56258,-0.303992
354,bakerloo,darkred,239,Oxford Circus,940GZZLUOXC,Oxford Circus Underground Station,Bakerloo,51.515224,-0.141903
355,bakerloo,darkred,249,Piccadilly Circus,940GZZLUPCC,Piccadilly Circus Underground Station, Bakerloo,51.51005,-0.133798
356,bakerloo,darkred,256,Queen's Park,940GZZLUQPS,Queen's Park Underground Station,Bakerloo,51.534443,-0.204882
357,bakerloo,darkred,263,Regent's Park,940GZZLURGP,Regent's Park Underground Station,Bakerloo,51.523344,-0.146444
358,bakerloo,darkred,285,South Kenton,940GZZLUSKT,South Kenton Underground Station,Bakerloo,51.570229,-0.308448
359,bakerloo,darkred,302,Stonebridge Park,940GZZLUSGP,Stonebridge Park Underground Station,Bakerloo,51.544041,-0.275859
360,bakerloo,darkred,338,Warwick Avenue,940GZZLUWKA,Warwick Avenue Underground Station,Bakerloo,51.523263,-0.183783
361,bakerloo,darkred,339,Waterloo,940GZZLUWLO,Waterloo Underground Station,Bakerloo,51.504269,-0.113356
362,bakerloo,darkred,343,Wembley Central,940GZZLUWYC,Wembley Central Underground Station,Bakerloo,51.55232,-0.296642
363,waterloo-city,lightgreen,15,Bank,940GZZLUBNK,Bank Underground Station, Waterloo & City,51.513395,-0.089095
364,waterloo-city,lightgreen,341,Waterloo,940GZZLUWLO,Waterloo Underground Station, Waterloo & City,51.504269,-0.113356
